,CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL_2,MARGEN
1972,P-1712,1. INGRESO,2023-03-01,2023.0,3.0,10511239,0,10511239,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,10511239,0.5216748472753783
1973,P-1712,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1974,P-1712,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1975,P-1712,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1976,P-1712,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1977,P-1712,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1978,P-1712,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1979,P-1712,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.5216748472753783
1980,P-1712,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.5216748472753783
1981,P-1712,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.5216748472753783
1982,P-1712,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.5216748472753783
1983,P-1712,1. INGRESO,2023-04-01,2023.0,4.0,12701642,5443561,7258081,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,7258081,-0.37766525339135787
1984,P-1712,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1985,P-1712,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1986,P-1712,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1987,P-1712,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1988,P-1712,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1989,P-1712,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1990,P-1712,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1991,P-1712,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1992,P-1712,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,-0.37766525339135787
1993,P-1712,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,-0.37766525339135787
1994,P-1712,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,-0.37766525339135787
1995,P-1712,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,-0.37766525339135787
1996,P-1712,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,0.0
1997,P-1713,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,230726,-230726,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,230726,0.0
1998,P-1713,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,988297,-988297,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,988297,0.4771758915651161
1999,P-1713,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,3037730,-3037730,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,3037730,0.0
2000,P-1713,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.4771758915651161
2001,P-1713,1. INGRESO,2023-03-01,2023.0,3.0,8441195,3617655,4823540,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,4823540,0.4771758915651161
2002,P-1713,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2003,P-1713,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2004,P-1713,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2005,P-1713,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2006,P-1713,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2007,P-1713,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2008,P-1713,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2009,P-1713,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2010,P-1713,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,1088874,-1088874,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,1088874,0.0
2011,P-1713,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2012,P-1713,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2013,P-1713,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.4771758915651161
2014,P-1713,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.4771758915651161
2015,P-1713,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,88638,139277,-50639,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,50639,0.0
2016,P-1713,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.4771758915651161
2017,P-1713,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2018,P-1713,1. INGRESO,2023-05-01,2023.0,5.0,21705930,21705930,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2019,P-1713,1. INGRESO,2023-04-01,2023.0,4.0,7235310,7235310,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2020,P-1713,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2021,P-1713,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,172081,-172081,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,172081,0.0
2022,P-1713,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2023,P-1713,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1231756,-1231756,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,1231756,0.0
2024,P-1713,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1533566,-1533566,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,1533566,0.4771758915651161
2025,P-1713,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2026,P-1713,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2027,P-1713,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2028,P-1713,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2029,P-1713,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2030,P-1713,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2031,P-1713,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,340385,-340385,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,340385,0.0
2032,P-1713,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0
2033,P-1714,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2034,P-1714,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2035,P-1714,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2036,P-1714,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.5360056425295981
2037,P-1714,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.5360056425295981
2038,P-1714,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.5360056425295981
2039,P-1714,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2040,P-1714,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2041,P-1714,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2042,P-1714,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2043,P-1714,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.733147819480825
2044,P-1714,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.733147819480825
2045,P-1714,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2046,P-1714,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.903896098565157
2047,P-1714,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.903896098565157
2048,P-1714,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.903896098565157
2049,P-1714,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.903896098565157
2050,P-1714,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2051,P-1714,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2052,P-1714,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2053,P-1714,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.0
2054,P-1714,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.733147819480825
2055,P-1714,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.733147819480825
2056,P-1714,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.5360056425295981
2057,P-1714,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,234124,-234124,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,234124,0.903896098565157
2058,P-1714,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,440982,-440982,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,440982,0.733147819480825
2059,P-1714,1. INGRESO,2023-01-01,2023.0,1.0,9806949,0,9806949,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,9806949,0.5360056425295981
2060,P-1714,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,161563,-161563,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,161563,0.0
2061,P-1714,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,2172835,-2172835,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,2172835,0.5360056425295981
2062,P-1714,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,738438,-738438,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,738438,0.0
2063,P-1714,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1784586,-1784586,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,1784586,0.733147819480825
2064,P-1714,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,3151491,-3151491,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,3151491,0.0
2065,P-1714,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2377534,-2377534,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,2377534,0.5360056425295981
2066,P-1714,1. INGRESO,2023-03-01,2023.0,3.0,8340078,0,8340078,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,8340078,0.733147819480825
2067,P-1714,1. INGRESO,2023-05-01,2023.0,5.0,2436155,0,2436155,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,2436155,0.903896098565157
2068,P-1714,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,3476784,-3476784,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,3476784,0.0
2069,P-1715,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,-0.3762654571011783
2070,P-1715,1. INGRESO,2023-06-01,2023.0,6.0,14584640,0,14584640,CD LO ECHEVERS,QUEZADA Y BOETSCH,14584640,0.9902685290826513
2071,P-1715,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,-0.3762654571011783
2072,P-1715,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.18037812391845348
2073,P-1715,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.18037812391845348
2074,P-1715,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.18037812391845348
2075,P-1715,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.18037812391845348
2076,P-1715,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.1478563559740388
2077,P-1715,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.1478563559740388
2078,P-1715,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.1478563559740388
2079,P-1715,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.1478563559740388
2080,P-1715,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.4151694826980879
2081,P-1715,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.4151694826980879
2082,P-1715,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,-0.3762654571011783
2083,P-1715,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,-0.3762654571011783
2084,P-1715,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.0
2085,P-1715,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.0
2086,P-1715,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.4151694826980879
2087,P-1715,1. INGRESO,2023-03-01,2023.0,3.0,12538094,0,12538094,CD LO ECHEVERS,QUEZADA Y BOETSCH,12538094,0.4151694826980879
2088,P-1715,1. INGRESO,2023-02-01,2023.0,2.0,7697640,0,7697640,CD LO ECHEVERS,QUEZADA Y BOETSCH,7697640,0.1478563559740388
2089,P-1715,1. INGRESO,2023-01-01,2023.0,1.0,12617927,0,12617927,CD LO ECHEVERS,QUEZADA Y BOETSCH,12617927,0.18037812391845348
2090,P-1715,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,141930,-141930,CD LO ECHEVERS,QUEZADA Y BOETSCH,141930,0.9902685290826513
2091,P-1715,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,5912966,-5912966,CD LO ECHEVERS,QUEZADA Y BOETSCH,5912966,0.0
2092,P-1715,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,6966581,-6966581,CD LO ECHEVERS,QUEZADA Y BOETSCH,6966581,-0.3762654571011783
2093,P-1715,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,3448050,-3448050,CD LO ECHEVERS,QUEZADA Y BOETSCH,3448050,0.4151694826980879
2094,P-1715,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,3679036,-3679036,CD LO ECHEVERS,QUEZADA Y BOETSCH,3679036,0.1478563559740388
2095,P-1715,1. INGRESO,2023-04-01,2023.0,4.0,7757276,0,7757276,CD LO ECHEVERS,QUEZADA Y BOETSCH,7757276,-0.3762654571011783
2096,P-1715,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,8058330,-8058330,CD LO ECHEVERS,QUEZADA Y BOETSCH,8058330,0.18037812391845348
2097,P-1715,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,3884610,-3884610,CD LO ECHEVERS,QUEZADA Y BOETSCH,3884610,0.4151694826980879
2098,P-1715,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2880459,-2880459,CD LO ECHEVERS,QUEZADA Y BOETSCH,2880459,0.1478563559740388
2099,P-1715,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2283599,-2283599,CD LO ECHEVERS,QUEZADA Y BOETSCH,2283599,0.18037812391845348
2100,P-1715,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.9902685290826513
2101,P-1715,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.9902685290826513
2102,P-1715,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.9902685290826513
2103,P-1715,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.9902685290826513
2104,P-1715,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.0
2105,P-1715,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.0
2106,P-1715,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,3709490,-3709490,CD LO ECHEVERS,QUEZADA Y BOETSCH,3709490,-0.3762654571011783
2107,P-1715,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.4151694826980879
2108,P-1716,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.6178354625446097
2109,P-1716,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,5761854,-5761854,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,5761854,0.5152413799602094
2110,P-1716,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.7037935364955461
2111,P-1716,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.7037935364955461
2112,P-1716,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.0
2113,P-1716,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.0
2114,P-1716,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.0
2115,P-1716,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.0
2116,P-1716,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.6178354625446097
2117,P-1716,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.6178354625446097
2118,P-1716,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.7037935364955461
2119,P-1716,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.680891072140347
2120,P-1716,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.680891072140347
2121,P-1716,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.680891072140347
2122,P-1716,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.680891072140347
