,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Num_Referencia,Debito,Credito,Comentario 
456,3101030-000,2021,6,6/18/21 0:00,CVT,235,EP N°7 - OBRA: S-0499 PROYECTO ABDON CIFUENTES,P-1652,76525290-3,11352,0,1261620,
457,3101030-000,2021,6,6/18/21 0:00,CVT,235,SEGÚN CONTRATO N°7000016257-00010 - HES N°1000326106.,P-1652,76525290-3,11352,0,0,
458,3101030-000,2021,6,6/18/21 0:00,CVT,237,EP N°7 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11353,0,15342039,
459,3101030-000,2021,6,6/18/21 0:00,CVT,237,"UF 517,17 x T/C $29.665,37 DE FECHA 15-06-2021",P-1666,76525290-3,11353,0,0,
460,3101030-000,2021,6,6/18/21 0:00,CVT,237,SEGÚN CONTRATO N°7000019813-00010 - HES N°1000326082.,P-1666,76525290-3,11353,0,0,
461,3101030-000,2021,6,6/22/21 0:00,CVT,301,EP N° ANTICIPO 25% - OBRA: HABILITACION DE OFICINAS INMOB.PIRER SPA.,P-1678,76269532-4,11392,0,2929576,
462,3101030-000,2021,6,6/22/21 0:00,CVT,301,SEGÚN OC 251 DE FECHA 14-06-2021 - ESPECIALIDAD: PIPING-DETECCION DE INCENDIO,P-1678,76269532-4,11392,0,0,
463,3101030-000,2021,6,6/22/21 0:00,CVT,303,EP N°2 - OBRA: EDIFICIO VISTA LOS TRES ANTONIO,P-1645,76104460-5,11393,0,443079,
464,3101030-000,2021,6,6/22/21 0:00,CVT,303,SEGÚN CONTRATO CORRIENTES DEBILES DE FECHA 12-04-2021,P-1645,76104460-5,11393,0,0,
465,3101030-000,2021,6,6/23/21 0:00,CVT,347,EP N°078-41-10 - OBRA:EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11396,0,1297573,
466,3101030-000,2021,6,6/23/21 0:00,CVT,347,"UF 43,7054 x T/C $29.689,07 DE FECHA 13-06-2021",P-1660,80536800-4,11396,0,0,
467,3101030-000,2021,6,6/23/21 0:00,CVT,347,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11396,0,0,
468,3101030-000,2021,6,6/24/21 0:00,CVT,363,EP N°082-35-11 - OBRA: 082 EDIFICIO COLON,P-1638,78134800-7,11397,0,2044250,
469,3101030-000,2021,6,6/24/21 0:00,CVT,363,"UF 68,8897 x T/C $29.674,25",P-1638,78134800-7,11397,0,0,
470,3101030-000,2021,6,6/24/21 0:00,CVT,363,SEGÚN SUB-CONTRATO: 082-35 - ESPECIALIDAD: CORRIENTES DEBILES - CODIGO: 082,P-1638,78134800-7,11397,0,0,
471,3101030-000,2021,6,6/24/21 0:00,CVT,389,EP N°7 CANJE RETENCIONES - OBRA: CENTRO DISTRIBUCION MK ETAPA II PCI,P-1664,76349664-3,11398,0,19394979,
472,3101030-000,2021,6,6/24/21 0:00,CVT,389,"UF 653,27 x T/C $29.689,27 DE FECHA 23-06-2021",P-1664,76349664-3,11398,0,0,
473,3101030-000,2021,6,6/24/21 0:00,CVT,389,CODIGO DE OBRA: 8860,P-1664,76349664-3,11398,0,0,
474,3101030-000,2021,6,6/25/21 0:00,CVT,421,EP N° 5 - OBRA: MK II SEGURIDAD,P-1670,77137860-9,11402,0,20711820,
475,3101030-000,2021,6,6/25/21 0:00,CVT,421,SEGÚN OC 40006614 DE FECHA 25-06-2021,P-1670,77137860-9,11402,0,0,
476,3101030-000,2021,6,6/25/21 0:00,CVT,421,ESPECIALIDAD: CCTV - INTRUSION - WIFI - ACCESO VEHICULAR - CDMK ETAPA II.,P-1670,77137860-9,11402,0,0,
477,3101030-000,2021,6,6/25/21 0:00,CVT,439,EP N°10 192-23-12 - OBRA: 192 EDUARDO DE LA BARRA CD,P-1653,79877450-6,11404,0,1112147,
478,3101030-000,2021,6,6/25/21 0:00,CVT,439,SUB-CONTRATO: INST.SEGURIDAD Y CONTROL DE ACCESO - CODIGO COSTO: 407.,P-1653,79877450-6,11404,0,0,
479,3101030-000,2021,6,6/30/21 0:00,CVT,778,EP N°104-32-18 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11406,0,7721585,
480,3101030-000,2021,6,6/30/21 0:00,CVT,778,"UF 259,90 x T/C $29.709.83 DE FECHA 30-06-2021",P-1615,76690901-9,11406,0,0,
481,3101030-000,2021,6,6/30/21 0:00,CVT,778,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11406,0,0,
482,3101030-000,2021,7,7/5/21 0:00,CVT,41,Retenciones al contrato,P-1643,76033004-3,11411,0,5220480,
483,3101030-000,2021,7,7/5/21 0:00,CVT,42,Retención de Proyecto,P-1632,76033004-3,11412,0,5972412,
484,3101030-000,2021,7,7/7/21 0:00,CVT,78,EP N°082-35-12 - OBRA: 082 EDIFICIO COLON,P-1638,78134800-7,11421,0,2401114,
485,3101030-000,2021,7,7/7/21 0:00,CVT,78,"UF 80,8107 x T/C $29.712,80",P-1638,78134800-7,11421,0,0,
486,3101030-000,2021,7,7/7/21 0:00,CVT,78,SEGÚN SUB-CONTRATO: 082-35 - ESPECIALIDAD: CORRIENTES DEBILES - CODIGO: 082.,P-1638,78134800-7,11421,0,0,
487,3101030-000,2021,7,7/7/21 0:00,CVT,92,EP N°2 - OBRA: CHORRILLOS - OFICINAS BEIERSDORF PCI,P-1674,76033004-3,11426,0,8133753,
488,3101030-000,2021,7,7/7/21 0:00,CVT,92,SEGÚN CONTRATO N°1438 - OC 3200009852 - HES N°1000025650.,P-1674,76033004-3,11426,0,0,
489,3101030-000,2021,7,7/7/21 0:00,CVT,92,SUBCONTRATO DE: PROTECCION CONTRA INCENDIO.,P-1674,76033004-3,11426,0,0,
490,3101030-000,2021,7,7/9/21 0:00,CVT,114,EP N°62-2 - OBRA: 20 OASIS PLAZA,P-1668,76299890-4,11428,0,1567538,
491,3101030-000,2021,7,7/9/21 0:00,CVT,114,"UF 52,73 x T/C $29.727,64 DE FECHA 06-07-2021",P-1668,76299890-4,11428,0,0,
492,3101030-000,2021,7,7/9/21 0:00,CVT,114,SEGÚN CONTRATO: 62(20-66) DE FECHA 30-11-2020,P-1668,76299890-4,11428,0,0,
493,3101030-000,2021,7,7/9/21 0:00,CVT,114,ESPECIALIDAD: INST.CORRIENTES DEBILES - CUENTA COSTO: 314,P-1668,76299890-4,11428,0,0,
494,3101030-000,2021,7,7/14/21 0:00,CVT,175,EP N°138300-21 - OBRA: 0529 INACAP CASA CENTRAL,P-1649,96869030-2,11434,0,10457484,
495,3101030-000,2021,7,7/14/21 0:00,CVT,175,N°SUBCONTRATO: 138300 - PARTIDA(C.C.C.) 140300 INTRUSION 100%,P-1649,96869030-2,11434,0,0,
496,3101030-000,2021,7,7/14/21 0:00,CVT,175,ITEM(C.C.C.) 140300 - ESPECIALIDAD: CCTV-CONTROL DE ACCESO-DETECCION Y,P-1649,96869030-2,11434,0,0,
497,3101030-000,2021,7,7/14/21 0:00,CVT,175,EXTISION DE INCENDIO - CONTROL CENTRALIZADO.,P-1649,96869030-2,11434,0,0,
498,3101030-000,2021,7,7/14/21 0:00,CVT,176,EP N°5 - OBRA: VIVIPRA CCDD,P-1658,79606430-7,11435,0,7141922,
499,3101030-000,2021,7,7/14/21 0:00,CVT,176,"UF 240,15 x T/C $29.739,42 DE FECHA 12-07-2021",P-1658,79606430-7,11435,0,0,
500,3101030-000,2021,7,7/14/21 0:00,CVT,176,SEGÚN OC 100003328 DE FECHA 12-07-2021,P-1658,79606430-7,11435,0,0,
501,3101030-000,2021,7,7/14/21 0:00,CVT,186,EP N°108-40-4 - OBRA: 108-ECOESTACION,P-1667,76690901-9,11442,0,3158835,
502,3101030-000,2021,7,7/14/21 0:00,CVT,186,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 108.,P-1667,76690901-9,11442,0,0,
503,3101030-000,2021,7,7/19/21 0:00,CVT,206,EP N°3 - OBRA: EDIFICIO VISTA LOS TRES ANTONIO,P-1645,76104460-5,11443,0,721331,
504,3101030-000,2021,7,7/19/21 0:00,CVT,206,SEGÚN CONTRATO CORRIENTES DEBILES DE FECHA 12-04-2021.,P-1645,76104460-5,11443,0,0,
505,3101030-000,2021,7,7/19/21 0:00,CVT,207,EP N°104-32-19 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11444,0,2386725,
506,3101030-000,2021,7,7/19/21 0:00,CVT,207,"UF 80,2365 x T/C $29.746,13 DE FECHA 19-07-2021",P-1615,76690901-9,11444,0,0,
507,3101030-000,2021,7,7/19/21 0:00,CVT,207,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11444,0,0,
508,3101030-000,2021,7,7/19/21 0:00,CVT,244,EP N°104-32-19 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11444,2386725,0,
509,3101030-000,2021,7,7/19/21 0:00,CVT,244,"UF 80,2365 x T/C $29.746,13 DE FECHA 19-07-2021",P-1615,76690901-9,11444,0,0,
510,3101030-000,2021,7,7/19/21 0:00,CVT,244,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11444,0,0,
511,3101030-000,2021,7,7/19/21 0:00,CVT,751,EP N°104-32-19 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11444,0,2386725,
512,3101030-000,2021,7,7/19/21 0:00,CVT,751,"UF 80,2365 x T/C $29.746,13 DE FECHA 19-07-2021",P-1615,76690901-9,11444,0,0,
513,3101030-000,2021,7,7/19/21 0:00,CVT,751,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11444,0,0,
514,3101030-000,2021,7,7/21/21 0:00,CVT,275,EP N°082-35-13 - OBRA: 082 EDIFICIO COLON,P-1638,78134800-7,11483,0,1733631,
515,3101030-000,2021,7,7/21/21 0:00,CVT,275,"UF 58,2884 x T/C $29.742,29",P-1638,78134800-7,11483,0,0,
516,3101030-000,2021,7,7/21/21 0:00,CVT,275,SEGÚN SUB-CONTRATO: 082-35 - ESPECIALIDAD: CORRIENTES DEBILES - CODIGO: 082,P-1638,78134800-7,11483,0,0,
517,3101030-000,2021,7,7/25/21 0:00,CVT,413,EP N°0015 - OBRA: CF4028 - LYON LUTERANO.,P-1639,76071313-9,11492,0,1816256,
518,3101030-000,2021,7,7/25/21 0:00,CVT,413,"UF 61,05068341 x T/C $29.749,97 DE FECHA 23-07-2021",P-1639,76071313-9,11492,0,0,
519,3101030-000,2021,7,7/25/21 0:00,CVT,413,SUBCONTRATO: 027-SC CORRIENTES DEBILES - CONTRATO N°CF4028-027-0015.,P-1639,76071313-9,11492,0,0,
520,3101030-000,2021,7,7/27/21 0:00,CVT,426,EP N° 2 42-2 - OBRA: O059-BARRIO PARQUE STGO.T08/T09,P-1671,76541270-6,11494,0,1166346,
521,3101030-000,2021,7,7/27/21 0:00,CVT,426,"UF 39,20 x T/C $29.750,0 DE FECHA 23-07-2021",P-1671,76541270-6,11494,0,0,
522,3101030-000,2021,7,7/27/21 0:00,CVT,426,CONTRATO N°O059-42 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1671,76541270-6,11494,0,0,
523,3101030-000,2021,7,7/28/21 0:00,CVT,440,EP N°16 - OBRA: S-0410 MIRADOR SAN CRISTOBAL,P-1644,76525290-3,11498,0,7975074,
524,3101030-000,2021,7,7/28/21 0:00,CVT,440,"UF 268,07 x T/C $29.749,97",P-1644,76525290-3,11498,0,0,
525,3101030-000,2021,7,7/28/21 0:00,CVT,440,SEGÚN CONTRATO N°7000014797-00030 - HES N°1000333172.,P-1644,76525290-3,11498,0,0,
526,3101030-000,2021,7,7/29/21 0:00,CVT,726,EP N°6 - OBRA: MK II SEGURIDAD,P-1670,77137860-9,11501,0,1683524,
527,3101030-000,2021,7,7/29/21 0:00,CVT,726,SEGÚN OC 4006698 DE FECHA 26-07-2021,P-1670,77137860-9,11501,0,0,
528,3101030-000,2021,7,7/29/21 0:00,CVT,726,ESPECIALIDAD: CCTV - INTRUSION - WIFI - ACCESO VEHICULAR - CDMK ETAPA II.,P-1670,77137860-9,11501,0,0,
529,3101030-000,2021,7,7/29/21 0:00,CVT,737,EP N°15 - OBRA: S-0410 MIRADOR SAN CRISTOBAL,P-1644,76525290-3,11505,0,394485,
530,3101030-000,2021,7,7/29/21 0:00,CVT,737,"UF 13,26 x T/C $29.749,97",P-1644,76525290-3,11505,0,0,
531,3101030-000,2021,7,7/29/21 0:00,CVT,737,SEGÚN CONTRATO N°700014797-00010 - HES N°1000333171.,P-1644,76525290-3,11505,0,0,
532,3101030-000,2021,7,7/29/21 0:00,CVT,740,EP N° 2 42-2 - OBRA: O059-BARRIO PARQUE STGO.T08/T09,P-1671,76541270-6,834,1166346,0,
533,3101030-000,2021,7,7/29/21 0:00,CVT,740,"UF 39,20 x T/C $29.750,0 DE FECHA 23-07-2021",P-1671,76541270-6,834,0,0,
534,3101030-000,2021,7,7/29/21 0:00,CVT,740,CONTRATO N°O059-42 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1671,76541270-6,834,0,0,
535,3101030-000,2021,7,7/29/21 0:00,CVT,741,EP N°2 42-3 - OBRA: O059-BARRIO PARQUE STGO.T08/T09.,P-1671,76541270-6,11507,0,1166346,
536,3101030-000,2021,7,7/29/21 0:00,CVT,741,"UF 39,20 x T/C $29.750,0 DE FECHA 23-07-2021",P-1671,76541270-6,11507,0,0,
537,3101030-000,2021,7,7/29/21 0:00,CVT,741,CONTRATO N°O059-42 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1671,76541270-6,11507,0,0,
538,3101030-000,2021,7,7/29/21 0:00,CVT,742,EP N°0015 - OBRA: CF4028 - LYON LUTERANO.,P-1639,76071313-9,835,1816256,0,
539,3101030-000,2021,7,7/29/21 0:00,CVT,742,"UF 61,05068341 x T/C $29.749,97 DE FECHA 23-07-2021",P-1639,76071313-9,835,0,0,
540,3101030-000,2021,7,7/29/21 0:00,CVT,742,SUBCONTRATO: 027-SC CORRIENTES DEBILES - CONTRATO N°CF4028-027-0015.,P-1639,76071313-9,835,0,0,
541,3101030-000,2021,7,7/30/21 0:00,CVT,770,EP N°3 - OBRA: CHORRILLOS - OFICINAS BEIERSDORF PCI,P-1674,76033004-3,11508,0,8282929,
542,3101030-000,2021,7,7/30/21 0:00,CVT,770,SEGÚN CONTRATO N°1438 - OC 3200009852 - HES N°1000026323,P-1674,76033004-3,11508,0,0,
543,3101030-000,2021,7,7/30/21 0:00,CVT,770,SUBCONTRATO DE : PROTECCION CONTRA INCENDIO.,P-1674,76033004-3,11508,0,0,
544,3101030-000,2021,7,7/30/21 0:00,CVT,771,EP N°0015 - OBRA: CF4028 - LYON LUTERANO,P-1639,76071313-9,11509,0,1816256,
545,3101030-000,2021,7,7/30/21 0:00,CVT,771,"UF 61,0506834 x T/C $29.749,97",P-1639,76071313-9,11509,0,0,
546,3101030-000,2021,7,7/30/21 0:00,CVT,771,SUBCONTRATO: 027-SC CORRIENTES DEBILES - CONTRATO N°CF4028-027-0015,P-1639,76071313-9,11509,0,0,
547,3101030-000,2021,7,7/30/21 0:00,CVT,781,EP N°ADICIONAL - OBRA: MK II SEGURIDAD,P-1670,77137860-9,11513,0,2989532,
548,3101030-000,2021,7,7/30/21 0:00,CVT,781,SEGÚN OC 3202184 DE FECHA 09-02-2021,P-1670,77137860-9,11513,0,0,
549,3101030-000,2021,7,7/30/21 0:00,CVT,781,ESPECIALIDAD: CCTV - INTRUSION - WIFI - ACCESO VEHICULAR - CDMK ETAPA II.,P-1670,77137860-9,11513,0,0,
550,3101030-000,2021,7,7/30/21 0:00,CVT,788,EP N°2 - OBRA: SANTA CLARA 2,P-1672,76207028-6,11514,0,2164378,
551,3101030-000,2021,7,7/30/21 0:00,CVT,788,SUB-CONTRATO N°4392/0 - 256-36 - CCDD,P-1672,76207028-6,11514,0,0,
552,3101030-000,2021,7,7/30/21 0:00,CVT,788,N°DE ORDEN: 125624392042 - CONTRATO: 256-36 - CODIGO DE OBRO: 0256.,P-1672,76207028-6,11514,0,0,
553,3101030-000,2021,7,7/30/21 0:00,CVT,789,EP N°14 DEVOLUCION DE RETENCION 50% - OBRA: EDIFICIO LA FLORIDA,P-1629,76207028-6,11515,0,1170810,
554,3101030-000,2021,7,7/30/21 0:00,CVT,789,SUB-CONTRATO N°3599/0 -238-25 PROV.E INST.DE CORRIENTE DEBILES,P-1629,76207028-6,11515,0,0,
555,3101030-000,2021,7,7/30/21 0:00,CVT,789,N°DE ORDEN: 1238235990214 - CONTRATO: 238-25 - CODIGO DE OBRA: 0238,P-1629,76207028-6,11515,0,0,
556,3101030-000,2021,8,8/2/21 0:00,CVT,6,EP N°9 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11516,0,5326353,
557,3101030-000,2021,8,8/2/21 0:00,CVT,6,"UF 179,02 x T/C $29.752,84 DE FECHA 26-07-2021",P-1666,76525290-3,11516,0,0,
558,3101030-000,2021,8,8/2/21 0:00,CVT,6,SEGÚN CONTRATO N°7000019813-00010 - HES N°1000333419.,P-1666,76525290-3,11516,0,0,
559,3101030-000,2021,8,8/2/21 0:00,CVT,7,EP N°9 ADICIONAL - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11517,0,3441179,
560,3101030-000,2021,8,8/2/21 0:00,CVT,7,"UF 115,67 x T/C $29.749,97 DE FECHA 23-07-2021",P-1666,76525290-3,11517,0,0,
561,3101030-000,2021,8,8/2/21 0:00,CVT,7,SEGÚN CONTRATO N°7000019813-00040 - HES N°1000333242.,P-1666,76525290-3,11517,0,0,
562,3101030-000,2021,8,8/2/21 0:00,CVT,8,EP N°5 - OBRA: EDIFICIO SAN VICENTE DE PAUL 5855,P-1661,78056380-K,11518,0,2525628,
563,3101030-000,2021,8,8/2/21 0:00,CVT,8,"UF 84,88 x T/C $29.756,68",P-1661,78056380-K,11518,0,0,
564,3101030-000,2021,8,8/2/21 0:00,CVT,8,CENTRO DE COSTO: 019 - PROV.E INST.CCTV-CITOFONIA-ALARMA CONTRA ROBO Y,P-1661,78056380-K,11518,0,0,
565,3101030-000,2021,8,8/2/21 0:00,CVT,8,INTRUSION - CORRIENTES DEBILES.,P-1661,78056380-K,11518,0,0,
566,3101030-000,2021,8,8/3/21 0:00,CVT,12,EP N°11 192-23-13 - OBRA: 192 EDUARDO DE LA BARRA CD,P-1653,79877450-6,11519,0,571505,
567,3101030-000,2021,8,8/3/21 0:00,CVT,12,SUB-CONTRATO: INST.SEGURIDAD Y CONTROL DE ACCESO - CODIGO COSTO: 407.,P-1653,79877450-6,11519,0,0,
568,3101030-000,2021,8,8/3/21 0:00,CVT,13,EP N°8 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11520,0,149530,
569,3101030-000,2021,8,8/3/21 0:00,CVT,13,"UF 5,03 x T/C $29.727,64 DE FECHA 06-07-2021",P-1666,76525290-3,11520,0,0,
570,3101030-000,2021,8,8/3/21 0:00,CVT,13,SEGÚN CONTRATO N°7000019813-00030 - HES N°1000329712.,P-1666,76525290-3,11520,0,0,
571,3101030-000,2021,8,8/4/21 0:00,CVT,33,EP N°10 164-36-11 - OBRA: 164 ABATE MOLINA,P-1656,79877450-6,11531,0,5336913,
572,3101030-000,2021,8,8/4/21 0:00,CVT,33,"UF 179,3344 x T/C $29.759,56",P-1656,79877450-6,11531,0,0,
573,3101030-000,2021,8,8/4/21 0:00,CVT,33,SUB-CONTRATO:S.C.O.V. C.C.D.D.(CCTV-CITOFONIA-ROBO-,P-1656,79877450-6,11531,0,0,
574,3101030-000,2021,8,8/4/21 0:00,CVT,33,INCENDIO-PORTERO Y OTROS) - CODIGO COSTO: 407.,P-1656,79877450-6,11531,0,0,
575,3101030-000,2021,8,8/9/21 0:00,CVT,72,EP N°8 - OBRA: S-0499 PROYECTO ABDON CIFUENTES,P-1652,76525290-3,11535,0,2576455,
576,3101030-000,2021,8,8/9/21 0:00,CVT,72,SEGÚN CONTRATO N°7000016257-00010 - HES N°1000335896,P-1652,76525290-3,11535,0,0,
577,3101030-000,2021,8,8/9/21 0:00,CVT,77,FINIQUITO CONTRATO DE EJECUCION DE OBRA,P-1611,76525290-3,11536,0,3177854,
578,3101030-000,2021,8,8/9/21 0:00,CVT,77,DEL CONTRATO N°700001039 - OBRA: S-0432 PROYECTO PLAZA EGAÑA,P-1611,76525290-3,11536,0,0,
579,3101030-000,2021,8,8/9/21 0:00,CVT,78,EP N°6 - OBRA: EDIFICIO SAN VICENTE DE PAUL 5855,P-1661,78056380-K,11537,0,2759139,
580,3101030-000,2021,8,8/9/21 0:00,CVT,78,"UF 92,70 x T/C $29.763,40",P-1661,78056380-K,11537,0,0,
581,3101030-000,2021,8,8/9/21 0:00,CVT,78,CENTRO DE COSTO: 019 - PROV.E INST.CCTV-CITOFONIA-ALARMA CONTRA ROBO Y,P-1661,78056380-K,11537,0,0,
582,3101030-000,2021,8,8/9/21 0:00,CVT,78,INTRUSION - CORRIENTES DEBILES.,P-1661,78056380-K,11537,0,0,
583,3101030-000,2021,8,8/9/21 0:00,CVT,79,EP RETENCION 192-23-14 - OBRA: 192 EDUARDO DE LA BARRA CD,P-1653,79877450-6,11538,0,1070000,
584,3101030-000,2021,8,8/9/21 0:00,CVT,79,SUBCONTRATO:PROV.E INST.DEL PROYECTO DE SEGURIDAD Y CCDD.,P-1653,79877450-6,11538,0,0,
585,3101030-000,2021,8,8/9/21 0:00,CVT,79,CODIGO DE COSTO: 407.,P-1653,79877450-6,11538,0,0,
586,3101030-000,2021,8,8/9/21 0:00,CVT,80,EP ADICIONAL - OBRA: CHORRILLOS - OFICINAS BEIERSDORF PCI,P-1674,76033004-3,11539,0,655050,
587,3101030-000,2021,8,8/9/21 0:00,CVT,80,SEGÚN CONTRATO N°1438 - OC 3200010964 - HES N°1000026963,P-1674,76033004-3,11539,0,0,
588,3101030-000,2021,8,8/9/21 0:00,CVT,80,SUBCONTRATO DE: PROTECCION CONTRA INCENDIO.,P-1674,76033004-3,11539,0,0,
589,3101030-000,2021,8,8/11/21 0:00,CVT,113,EP N°62-3 - OBRA: 20 OASIS PLAZA,P-1668,76299890-4,11546,0,747478,
590,3101030-000,2021,8,8/11/21 0:00,CVT,113,"25,11 x T/C $29.763,4000 DE FECHA 06-07-2021",P-1668,76299890-4,11546,0,0,
591,3101030-000,2021,8,8/11/21 0:00,CVT,113,SEGUN CONTRATO N° 62 (20-66) DE FECHA 30-11-2020,P-1668,76299890-4,11546,0,0,
592,3101030-000,2021,8,8/11/21 0:00,CVT,113,ESPECIALIDAD: INST. CORRIENTES DEBILES-CUENTA COSTO: 314,P-1668,76299890-4,11546,0,0,
593,3101030-000,2021,8,8/11/21 0:00,CVT,114,EP N°104-32-20 - OBRA: 104-ECOSANTIAGO.,P-1615,76690901-9,11547,0,2423730,
594,3101030-000,2021,8,8/11/21 0:00,CVT,114,"UF 81,3835 x T/C $29.781,59 DE FECHA 11-08-2021",P-1615,76690901-9,11547,0,0,
595,3101030-000,2021,8,8/11/21 0:00,CVT,114,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO: 104,P-1615,76690901-9,11547,0,0,
596,3101030-000,2021,8,8/12/21 0:00,CVT,117,EP N°078-41-11 - OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11548,0,2030771,
597,3101030-000,2021,8,8/12/21 0:00,CVT,117,"UF 68,1713 x T/C $29.789,24 DE FECHA 12-08-2021",P-1660,80536800-4,11548,0,0,
598,3101030-000,2021,8,8/12/21 0:00,CVT,117,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11548,0,0,
599,3101030-000,2021,8,8/12/21 0:00,CVT,126,EP N° 108-40-5- OBRA: 108-ECOESTACION,P-1667,76690901-9,11550,0,1237929,
600,3101030-000,2021,8,8/12/21 0:00,CVT,126,SUB-CONTRATO: PROV.E INST. DE CORRIENTES DEBILES-CENTRO DE COSTO 108.,P-1667,76690901-9,11550,0,0,
601,3101030-000,2021,8,8/12/21 0:00,CVT,127,"EP N° 1 144,59 X TC: 29.766,68 SEGUN UTC",P-1673,72012000-3,11551,0,4303906,
602,3101030-000,2021,8,8/12/21 0:00,CVT,127,99932 DE FECHA 10-08-2021/CONTRATO DE,P-1673,72012000-3,11551,0,0,
603,3101030-000,2021,8,8/12/21 0:00,CVT,127,FECHA 13-04-2021,P-1673,72012000-3,11551,0,0,
604,3101030-000,2021,8,8/12/21 0:00,CVT,128,EP N°62-3 - OBRA: 20 OASIS PLAZA,P-1668,76299890-4,837,747478,0,
605,3101030-000,2021,8,8/12/21 0:00,CVT,128,"25,11 x T/C $29.763,4000 DE FECHA 06-07-2021",P-1668,76299890-4,837,0,0,
606,3101030-000,2021,8,8/12/21 0:00,CVT,128,SEGUN CONTRATO N° 62 (20-66) DE FECHA 30-11-2020,P-1668,76299890-4,837,0,0,
607,3101030-000,2021,8,8/12/21 0:00,CVT,128,ESPECIALIDAD: INST. CORRIENTES DEBILES-CUENTA COSTO: 314,P-1668,76299890-4,837,0,0,
608,3101030-000,2021,8,8/16/21 0:00,CVT,173,EP N°1- OBRA: S-0592 PROYECTO PORTAL,P-1676,76525290-3,11552,0,3039807,
609,3101030-000,2021,8,8/16/21 0:00,CVT,173,DE LO CAMPINO/SEGUN N° CONTRATO,P-1676,76525290-3,11552,0,0,
610,3101030-000,2021,8,8/16/21 0:00,CVT,173,7000021882-00010- HES N° 1000336834/ INSTALACIONES ELECTRICAS,P-1676,76525290-3,11552,0,0,
611,3101030-000,2021,8,8/17/21 0:00,CVT,176,EP N°163-36-10 - OBRA: 163 CORINTO,P-1642,96522120-4,11553,0,1414266,
612,3101030-000,2021,8,8/17/21 0:00,CVT,176,SEGÚN CONTRATO N°163-36 DE FECHA 10-06-2019 - ESPECIELIDAD: CORRIENTES DEBILES.,P-1642,96522120-4,11553,0,0,
613,3101030-000,2021,8,8/18/21 0:00,CVT,185,EP Nº 165-25-2 - OBRA:165 DEPARTAMENTAL,P-1669,96522120-4,11554,0,567320,
614,3101030-000,2021,8,8/18/21 0:00,CVT,185,"UF 19,02 x T/C $29.827,55/ DE FECHA 17/08/2021",P-1669,96522120-4,11554,0,0,
615,3101030-000,2021,8,8/18/21 0:00,CVT,185,SEGUN CONTRATO 165-25 DE FECHA 07-01-2020 / ESPECIALIDAD: CCDD.,P-1669,96522120-4,11554,0,0,
616,3101030-000,2021,8,8/18/21 0:00,CVT,186,EP N°0000 - OBRA:CP6025 -EDIFICIO GALVINO GALLARDO,P-1677,76071313-9,11555,0,8068637,
617,3101030-000,2021,8,8/18/21 0:00,CVT,186,"ANTICIPO UF 270,44 x T/C $29.835,22",P-1677,76071313-9,11555,0,0,
618,3101030-000,2021,8,8/18/21 0:00,CVT,186,SUBCONTRATO: 014 SC INSTALACIONES CORRIENTES DEBILES,P-1677,76071313-9,11555,0,0,
619,3101030-000,2021,8,8/18/21 0:00,CVT,186,CONTRATO N° CP 6025-014 DE FECHA 22-06-2021.,P-1677,76071313-9,11555,0,0,
620,3101030-000,2021,8,8/18/21 0:00,CVT,187,EP N°0000 - OBRA:CP6025 -EDIFICIO GALVINO GALLARDO,P-1677,76071313-9,11556,0,6550621,
621,3101030-000,2021,8,8/18/21 0:00,CVT,187,"ANTICIPO UF 219,56 x T/C $29.835,22",P-1677,76071313-9,11556,0,0,
